status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
for sale,,single-family home,2043 SE New York St,2 Baths,"{'atAGlanceFacts': [{'factValue': '1977', 'factLabel': 'Year built'}, {'factValue': '1988', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '0.28 acres', 'factLabel': 'lotsize'}, {'factValue': '$174/sqft', 'factLabel': 'Price/sqft'}]}",,Pt Saint Lucie,"[{'rating': ['7/10', '5/10', '5/10', '4/10', '4/10', '5/10', '6/10', '5/10', '6/10', '6/10'], 'data': {'Distance': ['1.31mi', '1.15mi', '3.83mi', '5.75mi', '2.62mi', '1.22mi', '2.9mi', '4.93mi', '1.86mi', '6.01mi'], 'Grades': ['PK-5', 'PK-5', 'K-8', 'PK-5', '9-12', '6-8', 'PK-5', '6-8', 'PK-5', 'PK-5']}, 'name': ['Morningside Elementary School', 'Floresta Elementary School', 'Northport K-8 School', 'Parkway Elementary School', 'Port St. Lucie High School', 'Southport Middle School', 'Mariposa Elementary School', 'Southern Oaks Middle School', 'Savanna Ridge Elementary School', 'Rivers Edge Elementary School']}]","1,176 sqft",34952,3 Beds,FL,,,,F10174710,"$204,800"
,,Condo,3750 NE 170th St APT 407,2.0,"{'atAGlanceFacts': [{'factValue': '1972', 'factLabel': 'Year built'}, {'factValue': '1972', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$165', 'factLabel': 'Price/sqft'}]}",,North Miami Beach,"[{'rating': ['10/10', '6/10'], 'data': {'Distance': ['31.1 mi', '1.5 mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Air Base Elementary School', 'Alonzo And Tracy Mourning Senior High Biscayne Bay Campus']}]","1,085",33160,2,FL,0.0,,,A10775650,"$179,000"
for sale,,single-family home,7314 Melvin Cir N,2 Baths,"{'atAGlanceFacts': [{'factValue': '1963', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7,782 sqft', 'factLabel': 'lotsize'}, {'factValue': '$122/sqft', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['2/10', '2/10', '4/10'], 'data': {'Distance': ['0.64mi', '0.49mi', '0.86mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Gregory Drive Elementary School', 'Jefferson Davis Middle School', 'Westside High School']}]",864 sqft,32210,3 Beds,FL,,,,1027438,"$105,000"
for sale,,condo,423 N Church St #13-A,,"{'atAGlanceFacts': [{'factValue': '1981', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$289/sqft', 'factLabel': 'Price/sqft'}]}",,Charlotte,"[{'rating': ['7/10', '4/10', '8/10'], 'data': {'Distance': ['9.91mi', '0.48mi', '4.12mi'], 'Grades': ['6-8', 'K-5', '9-12']}, 'name': ['Crestdale Middle', 'First Ward Arts Elementary', 'Myers Park High']}]",900 sqft,28202,2 Beds,NC,,,,3554602,"$260,000"
For sale,,Single Family,2627 N Arthur Ave,3.0,"{'atAGlanceFacts': [{'factValue': '1949', 'factLabel': 'Year built'}, {'factValue': '1949', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '7,440 sqft', 'factLabel': 'lotsize'}, {'factValue': '$197', 'factLabel': 'Price/sqft'}]}",Yes,Fresno,"[{'rating': ['3/10', '4/10'], 'data': {'Distance': ['0.3 mi', '0.8 mi'], 'Grades': ['K-8', '9-12']}, 'name': ['Hamilton Elementary School', 'Fresno High School']}]","1,448 sqft",93705,3,CA,0,,,533746,"$284,900"
For sale,,Single Family,3360 SW 29th St,2,"{'atAGlanceFacts': [{'factValue': '1954', 'factLabel': 'Year built'}, {'factValue': '1954', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': '5,998 sqft', 'factLabel': 'lotsize'}, {'factValue': '$355', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '5/10'], 'data': {'Distance': ['16.7 mi', '0.9 mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Air Base Elementary School', 'Coral Gables Senior High School']}]","1,396",33133,3,FL,0.0,,,A10743020,"$495,000"
For sale,,Single Family,5531 Eureka Springs Rd,Bathrooms: 1,"{'atAGlanceFacts': [{'factValue': '1930', 'factLabel': 'Year built'}, {'factValue': '1930', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '2.14 acres lot', 'factLabel': 'lotsize'}, {'factValue': '$96', 'factLabel': 'Price/sqft'}]}",,Tampa,"[{'rating': ['1/10', '2/10', '3/10'], 'data': {'Distance': ['3.8 mi', '1.9 mi', '2.9 mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Mcdonald Elementary School', 'Jennings Middle School', 'Armwood High School']}]","Total interior livable area: 1,232 sqft",33610,2 bd,FL,0.0,T3204536,,,"$117,900"
for sale,,condo,316 N Henderson Ave #4,3 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$224/sqft', 'factLabel': 'Price/sqft'}]}",,Dallas,"[{'rating': ['5/10', '6/10', '5/10'], 'data': {'Distance': ['0.84mi', '0.54mi', '0.71mi'], 'Grades': ['6-8', 'PK-5', '9-12']}, 'name': ['J L Long Middle School', 'William Lipscomb Elementary School', 'Woodrow Wilson High School']}]","1,720 sqft",75214,2 Beds,TX,2.0,,,14150656,"$385,000"
Active,,,1104 Rotonda Cir ,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,ROTONDA WEST,"[{'rating': ['6', '6', '7'], 'data': {'Distance': ['3.1 mi', '3.2 mi', '5.6 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Vineland Elementary School', 'L. A. Ainger Middle School', 'Lemon Bay High School']}]",,33947,,FL,,,,D6107075,"54,000"
for sale,,lot/land,9418 Camino Santa Fe #19,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '9.25 acres', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,San Diego,"[{'rating': ['9/10', '9/10', '9/10'], 'data': {'Distance': ['2.46mi', '0.97mi', '1.17mi'], 'Grades': ['6-8', 'K-5', '9-12']}, 'name': ['Oak Valley Middle School', 'Del Sur Elementary School', 'Del Norte High School']}]",,92127,,CA,,,,190057878,"$1,100,000"
Active,,,MLS #: STRI1057289,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '2003', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,New York,"[{'rating': ['NR', 'NR', '9', '8', '8', '2', '8'], 'data': {'Distance': ['0.1 mi', '0.2 mi', '2.5 mi', '2.6 mi', '2.3 mi', '6.3 mi', '2.5 mi'], 'Grades': ['Preschool to 12', '1 to 7', '6 to 8', '6 to 8', '6 to 11', '6 to 12', '9 to 12']}, 'name': ['China Institute', 'Ivdu School', 'Nyc Lab Middle School For Collaborative Studies', 'Junior High School 104 Simon Baruch', 'Middle School 260 Clinton School Writers And Artists', 'Life Sciences Secondary School', 'Nyc Lab High School For Collaborative Studies']}]",,10006,,NY,,,,STRI1057289,"850,000"
for sale,,single-family home,2713 Oakmont Ct,3 Baths,"{'atAGlanceFacts': [{'factValue': '1991', 'factLabel': 'Year built'}, {'factValue': '2000', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '0.25 acres', 'factLabel': 'lotsize'}, {'factValue': '$260/sqft', 'factLabel': 'Price/sqft'}]}",,Weston,"[{'rating': ['10/10', '9/10', '9/10'], 'data': {'Distance': ['1.7mi', '1.58mi', '1.19mi'], 'Grades': ['6-8', '9-12', 'K-5']}, 'name': ['Falcon Cove Middle School', 'Cypress Bay High School', 'Manatee Bay Elementary School']}]","2,388 sqft",33332,3 Beds,FL,,,yes,A10739627,"$620,000"
for sale,,condo,4504 W Lake Mead Blvd #201,2 Baths,"{'atAGlanceFacts': [{'factValue': '1994', 'factLabel': 'Year built'}, {'factValue': '1994', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Carport', 'factLabel': 'Parking'}, {'factValue': '2,052 sqft', 'factLabel': 'lotsize'}, {'factValue': '$116/sqft', 'factLabel': 'Price/sqft'}]}",yes,Las Vegas,"[{'rating': ['1/10', 'None/10', '2/10'], 'data': {'Distance': ['1.06mi', '1.49mi', '1.48mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Doris M Reed Elementary School', 'J  Harold Brinley Middle School', 'Western High School']}]","1,081 sqft",89108,2 Beds,NV,2.0,,,2160520,"$125,000"
Pending,,Single Family Home,11539 Kismet Ave,2,"{'atAGlanceFacts': [{'factValue': '1958', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Furnace', 'factLabel': 'Heating'}, {'factValue': 'Central A/C', 'factLabel': 'Cooling'}, {'factValue': '2', 'factLabel': 'Parking'}, {'factValue': '7497', 'factLabel': 'lotsize'}, {'factValue': '$453', 'factLabel': 'Price/sqft'}]}",,Sylmar,"[{'rating': ['4', '2', '1', 'NR', '6', '7', 'NR', 'NR'], 'data': {'Distance': ['0.2 mi', '1.2 mi', '0.2 mi', '1.0 mi', '0.3 mi', '0.3 mi', '1.3 mi', '1.3 mi'], 'Grades': ['K–5', '6–8', '7–12', 'K–2', '6–12', '6–12', 'PK–12', 'PK–12']}, 'name': ['Fenton Avenue Charter School', 'Charles Maclay Middle School', 'Phoenix Academy Residential Education Center School', 'Fenton Primary Center School', 'PUC CALS Middle School and Early College High', 'Puc Community Charter Middle School', 'Delphi Academy of Los Angeles Private School', 'Delphi Academy Of Los Angeles Private School']}]",1101,91342,3,CA,One Level,,,SR19267193,"$499,000"
For sale,,Single Family,4547 Cascades Shoreline Dr,Bathrooms: 5,"{'atAGlanceFacts': [{'factValue': '2005', 'factLabel': 'Year built'}, {'factValue': '2005', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '3 spaces', 'factLabel': 'Parking'}, {'factValue': '0.91 acres lot', 'factLabel': 'lotsize'}, {'factValue': '$267', 'factLabel': 'Price/sqft'}]}",Yes,Tyler,"[{'rating': ['4/10', '5/10', '2/10'], 'data': {'Distance': ['1.7 mi', '3.5 mi', '2.8 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Dixie Elementary School', 'Three Lakes Middle', 'John Tyler High School']}]","Total interior livable area: 5,358 sqft",75709,5 bd,TX,2.0,10114247,,,"$1,429,000"
for sale,,single-family home,Santa Rosa Plan in Twin Mills,2 Baths,"{'atAGlanceFacts': [{'factValue': '2017', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7,218 sqft', 'factLabel': 'lotsize'}, {'factValue': '$139/sqft', 'factLabel': 'Price/sqft'}]}",,Fort Worth,"[{'rating': ['7/10', '6/10', '8/10'], 'data': {'Distance': ['0.55mi', '0.9mi', '0.44mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Boswell High School', 'Wayside Middle School', 'Lake Pointe Elementary School']}]","1,683 sqft",76179,3 Beds,TX,1,,,,"$233,990+"
Active,,,18b Sitton-Mills Pl ,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Signal Mountain,"[{'rating': ['8', 'NR', '7', '4'], 'data': {'Distance': ['6.5 mi', '4.7 mi', '6.7 mi', '3.9 mi'], 'Grades': ['K to 5', 'Preschool to 12', '6 to 12', '6 to 12']}, 'name': ['Nolan Elementary School', 'New South Daisy Christian Academy', 'Signal Mountain Middle/high School', 'Ivy Academy Incorporated']}]",,37377,,TN,,,,1310212,"125,000"
Active,,Land,23443 N 65th Ave,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '50530', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Glendale,"[{'rating': ['8', '9', '7', '8', '9', '7', 'NR', 'NR'], 'data': {'Distance': ['0.7 mi', '2.2 mi', '2.5 mi', '1.6 mi', '1.8 mi', '1.9 mi', '1.7 mi', '2.3 mi'], 'Grades': ['PK–6', '7–8', '9–12', 'PK–6', 'PK–8', '9–12', 'PK–8', 'PK–8']}, 'name': ['Las Brisas Elementary School', 'Hillcrest Middle School', ""Sandra Day O'connor High School"", 'Desert Sage Elementary School', 'Stetson Hills Elementary School', 'Mountain Ridge High School', 'Bayer Private School', 'Brite Future Academy Private School']}]",0,85310,,AZ,,,,5876037,"$275,000"
for sale,,lot/land,29 Sederholm Path,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '10018 sqft', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Palm Coast,"[{'rating': ['4/10', '5/10', '4/10'], 'data': {'Distance': ['5.92mi', '4.01mi', '7.58mi'], 'Grades': ['PK-6', '9-12', '7-8']}, 'name': ['Bunnell Elementary School', 'Flagler-Palm Coast High School', 'Buddy Taylor Middle School']}]",,32164,,FL,,,,234684,"$27,000"
for sale,,condo,15405 Riverside Dr #2,2 Baths,"{'atAGlanceFacts': [{'factValue': '1982', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$498/sqft', 'factLabel': 'Price/sqft'}]}",,Beechhurst,"[{'rating': ['5/10', '8/10', '10/10'], 'data': {'Distance': ['2.11mi', '0.84mi', '0.28mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Bayside High School', 'Jhs 194 William Carr', 'Ps 193 Alfred J Kennedy']}]","1,200 sqft",11357,3 Beds,NY,1.0,,,3120965,"$598,000"
,,Condo,3131 NE 7th Ave UNIT 4801,4.0,"{'atAGlanceFacts': [{'factValue': '2018', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$950', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '2/10'], 'data': {'Distance': ['22.6 mi', '1.8 mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Air Base Elementary School', 'Booker T. Washington Senior High School']}]","1,873",33137,3,FL,,,,A10600332,"$1,780,000"
for sale,,single-family home,4625 SW Flower Pl,2.1 Baths,"{'atAGlanceFacts': [{'factValue': '1983', 'factLabel': 'Year built'}, {'factValue': '1983', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Off Street', 'factLabel': 'Parking'}, {'factValue': '7,000 sqft', 'factLabel': 'lotsize'}, {'factValue': '$257/sqft', 'factLabel': 'Price/sqft'}]}",yes,Portland,"[{'rating': ['8/10', '7/10', '7/10'], 'data': {'Distance': ['1.12mi', '0.31mi', '1.72mi'], 'Grades': ['6-8', 'K-8', '9-12']}, 'name': ['Gray Middle School', 'Hayhurst Elementary School', 'Wilson High School']}]","1,908 sqft",97221,3 Beds,OR,2.0,,,19113987,"$490,000"
for sale,,single-family home,3216 Dogwood Dr,2 Baths,"{'atAGlanceFacts': [{'factValue': '1928', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Electric', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '6,251 sqft', 'factLabel': 'lotsize'}, {'factValue': '$107/sqft', 'factLabel': 'Price/sqft'}]}",yes,Hapeville,"[{'rating': ['3/10', '1/10', '2/10'], 'data': {'Distance': ['0.41mi', '3.65mi', '2.05mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Hapeville Elementary School', 'Paul D. West Middle School', 'Tri-Cities High School']}]","1,632 sqft",30354,4 Beds,GA,2.0,,,8688967,"$175,000"
P,,Single Family Home,22505 Woodway Park Rd,3.5,"{'atAGlanceFacts': [{'factValue': '1960', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '110207', 'factLabel': 'lotsize'}, {'factValue': '$642', 'factLabel': 'Price/sqft'}]}",2,Woodway,"[{'rating': ['6', '5', '6', 'NR', '7', 'NR', 'NR', 'NR'], 'data': {'Distance': ['0.5 mi', '2.5 mi', '2.2 mi', '0.9 mi', '1.4 mi', '0.9 mi', '0.9 mi', '1.3 mi'], 'Grades': ['K–6', '7–8', '9–12', 'K–12', 'PK–8', '9–12', 'PK–3', 'PK–3']}, 'name': ['Sherwood Elementary School', 'College Place Middle School', 'Edmonds Woodway High School', 'Edmonds Home Resource Center School', 'Madrona Nongraded School', 'Scriber Lake High School', 'Pacific Montessori Learning Ct Private School', 'Crescendo Artistic Environment Private Schools']}]",4339,98020,4,WA,,,,1541168,"$2,785,000"
Active/Contingent,,Condo/Townhome/Row Home/Co-Op,2014 Eastbourne Dr,2,"{'atAGlanceFacts': [{'factValue': '1998', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': 'No Info', 'factLabel': 'Price/sqft'}]}",,Southern Pines,"[{'rating': ['NR', '4', '7', '4', '6', '7', 'NR', 'NR'], 'data': {'Distance': ['1.8 mi', '4.0 mi', '2.2 mi', '2.9 mi', '4.3 mi', '8.2 mi', '0.9 mi', '0.9 mi'], 'Grades': ['PK–2', '6–8', '9–12', '3–5', 'K–9', '9–12', 'K–12', 'PK–12']}, 'name': ['Southern Pines Primary School', 'Southern Middle School', 'Pinecrest High School', 'Southern Pines Elementary School', 'Sandhills Theatre Arts Renaissance School', 'Union Pines High School', 'Covenant Preparatory Private School', ""The O'Neal Private School""]}]",0,28387,2,NC,1,,,197219,"$166,500"
for sale,,townhouse,1134 Longitude Dr,2.5 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$154/sqft', 'factLabel': 'Price/sqft'}]}",,Durham,"[{'rating': ['3/10', '4/10', '3/10'], 'data': {'Distance': ['3.27mi', '0.84mi', '2.98mi'], 'Grades': ['6-8', '9-12', 'PK-5']}, 'name': [""Lowe's Grove Middle"", 'Hillside High', 'Bethesda Elementary']}]","1,681 sqft",27713,3 Beds,NC,2.0,,,,"$259,658"
for sale,,single-family home,4146 Diaz Ct,4 Baths,"{'atAGlanceFacts': [{'factValue': '1997', 'factLabel': 'Year built'}, {'factValue': '2003', 'factLabel': 'Remodeled year'}, {'factValue': 'Heat Pump', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '6,000 sqft', 'factLabel': 'lotsize'}, {'factValue': '$213/sqft', 'factLabel': 'Price/sqft'}]}",yes,Hernando Beach,"[{'rating': ['7/10', '4/10', '5/10'], 'data': {'Distance': ['3.14mi', '5.71mi', '10.03mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Westside Elementary School', 'Fox Chapel Middle School', 'Weeki Wachee High School']}]","3,756 sqft",34607,4 Beds,FL,2.0,,,U8048113,"$799,000"
for sale,,single-family home,9027 Indigo Breeze Ct,2 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$163/sqft', 'factLabel': 'Price/sqft'}]}",,Temple Terrace,"[{'rating': ['2/10', '3/10', '2/10'], 'data': {'Distance': ['2.69mi', '5.52mi', '3.28mi'], 'Grades': ['PK-5', '9-12', '6-8']}, 'name': ['Thonotosassa Elementary School', 'Armwood High School', 'Jennings Middle School']}]","1,504 sqft",33637,3 Beds,FL,1.0,,,,"$244,990"
